""	"Featureid2"	"Featureid"	"tubeID"	"IndID"	"NestID"	"SampleForm"	"Age"	"SimpleAge"	"Stage1"	"SampleForm2"	"EggViability"	"IE_XE"	"Poo_Cloaca"	"EmbrioMortality"	"TurtleMortalityRate"	"DayDeath"	"Worm"	"Eye"	"Bloated"	"DeformedPls"	"W"	"PW"	"PL"	"CW"	"CL"	"WT"	"VisualInsp"	"TEFPCR"	"PCRControl"	"Stage"	"betadist"	"source"	"Unknown"	"SampleFrom"
"74"	"2204"	"2204"	"Pu.ACN2T1.2"	"H1N2"	"22"	"Turtle"	"10"	"10"	"day10"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"P"	"P"	"A"	13	"2,7"	"3,9"	"3,8"	"4,3"	"26,8"	"HviH"	"HFiNeg"	"Sample"	"day10"	33.0698131290513	0.00348	0.99652	"Hatchling cloaca"
"75"	"2205"	"2205"	"Pu.ACN2T1.3"	"H1N2"	"22"	"Turtle"	"15"	">10"	"day15"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"P"	"P"	"A"	16	"2,7"	"4"	"3,6"	"4,3"	"26,3"	"HviH"	"HFiNeg"	"Sample"	"day15"	30.6577556313539	0.00834	0.99166	"Hatchling cloaca"
"76"	"2206"	"2206"	"Pu.ACN2T1.4"	"H1N2"	"22"	"Turtle"	"20"	">10"	"day20"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"P"	"P"	"A"	16	"2,8"	"4"	"3,7"	"4,3"	"25,1"	"HviH"	"HFiNeg"	"Sample"	"day20"	22.8184164191018	0.00039	0.99961	"Hatchling cloaca"
"77"	"2207"	"2207"	"Pu.ACN2T1.5"	"H1N2"	"22"	"Turtle"	"25"	">10"	"day25"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"P"	"P"	"A"	17	"2,8"	"4"	"3,9"	"4,4"	"24,8"	"HviUn"	"HFiNeg"	"Sample"	"day25"	26.6786080263644	0.00135	0.99865	"Hatchling cloaca"
"78"	"2209"	"2209"	"Pu.ACN2T1.7"	"H1N2"	"22"	"Turtle"	"51"	">30"	"day30andGreater"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"P"	"P"	"A"	17	"2,9"	"4"	"4"	"4,4"	NA	"HviH"	"HFiNeg"	"Sample"	"day30andGreater"	22.267120011607	0.00023	0.99977	"Hatchling cloaca"
"79"	"2210"	"2210"	"Pu.ACN2H2"	"H2N2"	"22"	"Egg"	"Egg"	"Egg"	"HatchedEgg"	"Turtle"	"HVE"	"IE"	NA	"H"	NA	">30"	NA	NA	"P"	"P"	NA	NA	NA	NA	NA	NA	"EviH"	"EFiNeg"	"Sample"	"HatchedEgg"	25.2766003248322	0.98147	0.01853	"Inner eggshell"
"80"	"2212"	"2212"	"Pu.ACN2T2.1"	"H2N2"	"22"	"Turtle"	"5"	"5"	"day5"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"P"	13	"2,7"	"3,9"	"3,5"	"4,2"	"24,9"	"HviH"	"HFiNeg"	"Sample"	"day5"	34.0012762236953	0.07238	0.92762	"Hatchling cloaca"
"81"	"2213"	"2213"	"Pu.ACN2T2.2"	"H2N2"	"22"	"Turtle"	"10"	"10"	"day10"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"P"	13	"2,7"	"3,9"	"3,5"	"4,2"	"26,8"	"HviH"	"HFiNeg"	"Sample"	"day10"	35.1855382006643	0.02355	0.97645	"Hatchling cloaca"
"82"	"2214"	"2214"	"Pu.ACN2T2.3"	"H2N2"	"22"	"Turtle"	"15"	">10"	"day15"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"P"	13	"2,7"	"3,9"	"3,5"	"4,2"	"26,3"	"HviH"	"HFiNeg"	"Sample"	"day15"	29.6167401146981	0.01982	0.98018	"Hatchling cloaca"
"83"	"2215"	"2215"	"Pu.ACN2T2.4"	"H2N2"	"22"	"Turtle"	"20"	">10"	"day20"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"P"	13	"2,7"	"3,9"	"3,5"	"4,2"	"25,1"	"HviH"	"HFiNeg"	"Sample"	"day20"	32.4580498357541	0.00121	0.99879	"Hatchling cloaca"
"84"	"2216"	"2216"	"Pu.ACN2T2.5"	"H2N2"	"22"	"Turtle"	"25"	">10"	"day25"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"P"	13	"2,7"	"3,9"	"3,5"	"4,2"	"24,8"	"HviH"	"HFiNeg"	"Sample"	"day25"	29.0007826785998	0.00085	0.99915	"Hatchling cloaca"
"85"	"2218"	"2218"	"Pu.ACN2T2.7"	"H2N2"	"22"	"Turtle"	"51"	">30"	"day30andGreater"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"P"	17	"3,2"	"4"	"4"	"4,5"	""	"HviH"	"HFiNeg"	"Sample"	"day30andGreater"	21.041314800695	0.00092	0.99908	"Hatchling cloaca"
"86"	"2219"	"2219"	"Pu.ACN2H3"	"H3N2"	"22"	"Egg"	"Egg"	"Egg"	"HatchedEgg"	"Turtle"	"HVE"	"IE"	NA	"H"	NA	"4"	NA	NA	"A"	"A"	NA	NA	NA	NA	NA	NA	"EviH"	"EFiNeg"	"Sample"	"HatchedEgg"	24.5639448095102	0.99407	0.00593	"Inner eggshell"
"87"	"2220"	"2220"	"Pu.ACN2T3.0"	"H3N2"	"22"	"Turtle"	"0"	"<5"	"day0"	"Turtle"	"HVE"	NA	"C"	"H"	"EM"	"4"	"A"	"P"	"A"	"A"	13	"2,7"	"3,9"	"3,8"	"4,3"	NA	"HviH"	"HFiNeg"	"Sample"	"day0"	23.1216614098767	0.92629	0.07371	"Hatchling cloaca"
"88"	"2221"	"2221"	"Pu.ACN2T3.1"	"H3N2"	"22"	"Turtle"	"5"	"5"	"day5"	"Turtle"	"HVE"	NA	"C"	"H"	"EM"	"4"	"A"	"P"	"A"	"A"	13	"2,7"	"3,9"	"3,8"	"4,3"	"25,3"	"HviH"	"HFiNeg"	"Sample"	"day5"	31.9460755688835	0.06272	0.93728	"Hatchling cloaca"
"89"	"2222"	"2222"	"Pu.ACN2H4"	"H4N2"	"22"	"Egg"	"Egg"	"Egg"	"HatchedEgg"	"Turtle"	"HVE"	"IE"	NA	"H"	NA	"0"	NA	NA	"A"	"A"	NA	NA	NA	NA	NA	NA	"EviH"	"EFiNeg"	"Sample"	"HatchedEgg"	24.6702893660072	0.47227	0.52773	"Inner eggshell"
"90"	"2223"	"2223"	"Pu.ACN2T4.0"	"H4N2"	"22"	"Turtle"	"0"	"<5"	"day0"	"Turtle"	"HVE"	NA	"C"	"H"	"EM"	"0"	"A"	"A"	"A"	"A"	17	"2,6"	"3,6"	"3,1"	"3,9"	NA	"HviH"	"HFiNeg"	"Sample"	"day0"	23.2333246256729	0.11168	0.88832	"Hatchling cloaca"
"91"	"2301"	"2301"	"Pu.NHE73"	"NHE73"	"23"	"Egg"	"Embryo"	"Unhatched"	"UnhatchedEgg"	"Turtle"	"HVE"	"IE"	NA	NA	NA	NA	NA	NA	"A"	NA	NA	NA	NA	NA	NA	NA	"EviH"	"EFiNeg"	"Sample"	"UnhatchedEgg"	20.9085433946492	0.64652	0.35348	"Inner eggshell"
"92"	"2401"	"2401"	"Pu.ACN9H1"	"H1N9"	"24"	"Egg"	"Egg"	"Egg"	"HatchedEgg"	"Turtle"	"HVE"	"IE"	NA	"H"	NA	"1"	NA	NA	"A"	"P"	NA	NA	NA	NA	NA	NA	"EviH"	"EFiPos"	"Sample"	"HatchedEgg"	24.1292571411032	0.59972	0.40028	"Inner eggshell"
"93"	"2402"	"2402"	"Pu.ACN9T1.0"	"H1N9"	"24"	"Turtle"	"0"	"<5"	"day0"	"Turtle"	"HVE"	NA	"C"	"H"	"EM"	"1"	"A"	"A"	"A"	"P"	15	"3"	"3,9"	"3,6"	"3,9"	NA	"HviH"	"HFiNeg"	"Sample"	"day0"	23.0821302693415	0.48667	0.51333	"Hatchling cloaca"
"94"	"2801"	"2801"	"Pu.ACN4H1"	"H1N4"	"28"	"Egg"	"Egg"	"Egg"	"HatchedEgg"	"Turtle"	"HVE"	"IE"	NA	"H"	NA	"0"	NA	NA	"A"	"A"	NA	NA	NA	NA	NA	NA	"EviH"	"EFiNeg"	"Sample"	"HatchedEgg"	23.4323729235687	0.94315	0.05685	"Inner eggshell"
"95"	"2802"	"2802"	"Pu.ACN4T1.0"	"H1N4"	"28"	"Turtle"	"0"	"5"	"day0"	"Turtle"	"HVE"	NA	"C"	"H"	"EM"	"0"	"A"	"A"	"A"	"A"	16	"2,8"	"4"	"3,7"	"4,3"	NA	"HviH"	"HFiNeg"	"Sample"	"day0"	22.3773097445798	0.8225	0.1775	"Hatchling cloaca"
"96"	"2803"	"2803"	"Pu.ACN4H2"	"H2N4"	"28"	"Egg"	"Egg"	"Egg"	"HatchedEgg"	"Turtle"	"HVE"	"IE"	NA	"H"	NA	">30"	NA	NA	"A"	"P"	NA	NA	NA	NA	NA	NA	"EviH"	"EFiNeg"	"Sample"	"HatchedEgg"	23.7792156680536	0.96837	0.03163	"Inner eggshell"
"97"	"2804"	"2804"	"Pu.ACN4T2.0"	"H2N4"	"28"	"Turtle"	"0"	"<5"	"day0"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"P"	"A"	"P"	17	"2,8"	"4"	"3,9"	"4,4"	NA	"HviH"	"HFiNeg"	"Sample"	"day0"	24.6945837053309	0.24647	0.75353	"Hatchling cloaca"
"98"	"2805"	"2805"	"Pu.ACN4T2.1"	"H2N4"	"28"	"Turtle"	"5"	"5"	"day5"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"P"	"A"	"P"	16	"2,7"	"4"	"3,6"	"4,3"	"26,1"	"HviH"	"HFiNeg"	"Sample"	"day5"	34.6691781143112	0.10213	0.89787	"Hatchling cloaca"
"99"	"2806"	"2806"	"Pu.ACN4T2.2"	"H2N4"	"28"	"Turtle"	"10"	"10"	"day10"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"P"	"A"	"P"	16	"2,7"	"4"	"3,6"	"4,3"	"24,5"	"HviH"	"HFiNeg"	"Sample"	"day10"	31.8157313495424	0.05169	0.94831	"Hatchling cloaca"
"100"	"2807"	"2807"	"Pu.ACN4T2.3"	"H2N4"	"28"	"Turtle"	"15"	">10"	"day15"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"P"	"A"	"P"	16	"2,8"	"4"	"3,7"	"4,3"	"24,8"	"HviH"	"HFiNeg"	"Sample"	"day15"	32.8830678499638	0.02952	0.97048	"Hatchling cloaca"
"101"	"2808"	"2808"	"Pu.ACN4T2.4"	"H2N4"	"28"	"Turtle"	"20"	">10"	"day20"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"P"	"A"	"P"	16	"2,7"	"4"	"3,6"	"4,3"	"28"	"HviH"	"HFiNeg"	"Sample"	"day20"	30.1245511704118	0.00056	0.99944	"Hatchling cloaca"
"102"	"2809"	"2809"	"Pu.ACN4T2.5"	"H2N4"	"28"	"Turtle"	"25"	">10"	"day25"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"P"	"A"	"P"	16	"2,7"	"4"	"3,6"	"4,3"	"25,7"	"HviH"	"HFiNeg"	"Sample"	"day25"	25.8153061315747	0.00306	0.99694	"Hatchling cloaca"
"103"	"2810"	"2810"	"Pu.ACN4T2.6"	"H2N4"	"28"	"Turtle"	"30"	">10"	"day30andGreater"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"P"	"A"	"P"	16	"2,9"	"4"	"4"	"4,6"	"25,9"	"HviH"	"HFiNeg"	"Sample"	"day30andGreater"	27.9628701802063	7e-04	0.9993	"Hatchling cloaca"
"104"	"2811"	"2811"	"Pu.ACN4T2.7"	"H2N4"	"28"	"Turtle"	"44"	">30"	"day30andGreater"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"P"	"A"	"P"	16	"3,1"	"4"	"4"	"4,6"	NA	"HviH"	"HFiNeg"	"Sample"	"day30andGreater"	20.6474486014175	0.00019	0.99981	"Hatchling cloaca"
"105"	"2812"	"2812"	"Pu.ACN4H3"	"H3N4"	"28"	"Egg"	"Egg"	"Egg"	"HatchedEgg"	"Turtle"	"RVE"	"IE"	NA	"H"	NA	">30"	NA	NA	"A"	"A"	NA	NA	NA	NA	NA	NA	"EviUn"	"EFiNeg"	"Sample"	"HatchedEgg"	24.5852838867623	0.64924	0.35076	"Inner eggshell"
"106"	"2814"	"2814"	"Pu.ACN4T3.1"	"H3N4"	"28"	"Turtle"	"5"	"5"	"day5"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	16	"2,8"	"4"	"3,7"	"4,3"	"26,1"	"HviH"	"HFiNeg"	"Sample"	"day5"	33.5882799865852	0.04056	0.95944	"Hatchling cloaca"
"107"	"2815"	"2815"	"Pu.ACN4T3.2"	"H3N4"	"28"	"Turtle"	"10"	"10"	"day10"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	16	"2,8"	"4"	"3,7"	"4,3"	"24,5"	"HviH"	"HFiNeg"	"Sample"	"day10"	34.9170087258106	0.05103	0.94897	"Hatchling cloaca"
"108"	"2816"	"2816"	"Pu.ACN4T3.3"	"H3N4"	"28"	"Turtle"	"15"	">10"	"day15"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	17	"2,8"	"4"	"3,8"	"4,4"	"24,8"	"HviH"	"HFiNeg"	"Sample"	"day15"	32.8128514787374	0.00258	0.99742	"Hatchling cloaca"
"109"	"2817"	"2817"	"Pu.ACN4T3.4"	"H3N4"	"28"	"Turtle"	"20"	">10"	"day20"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	17	"2,8"	"4"	"3,8"	"4,4"	"28"	"HviH"	"HFiNeg"	"Sample"	"day20"	28.6111423222607	0.00188	0.99812	"Hatchling cloaca"
"110"	"2818"	"2818"	"Pu.ACN4T3.5"	"H3N4"	"28"	"Turtle"	"25"	">10"	"day25"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	17	"2,8"	"4"	"3,8"	"4,4"	"25,7"	"HviH"	"HFiNeg"	"Sample"	"day25"	29.5867835302614	0.00389	0.99611	"Hatchling cloaca"
"111"	"2820"	"2820"	"Pu.ACN4T3.7"	"H3N4"	"28"	"Turtle"	"44"	">30"	"day30andGreater"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	18	"3"	"3,9"	"4"	"4,6"	NA	"HviH"	"HFiNeg"	"Sample"	"day30andGreater"	22.0364394527612	9e-05	0.99991	"Hatchling cloaca"
"112"	"2821"	"2821"	"Pu.ACN4H4"	"H4N4"	"28"	"Egg"	"Egg"	"Egg"	"HatchedEgg"	"Turtle"	"RVE"	"IE"	NA	"H"	NA	">30"	NA	NA	"A"	"A"	NA	NA	NA	NA	NA	NA	"EviUn"	"EFiNeg"	"Sample"	"HatchedEgg"	22.7968756263195	0.51207	0.48793	"Inner eggshell"
"113"	"2822"	"2822"	"Pu.ACN4T4.0"	"H4N4"	"28"	"Turtle"	"0"	"<5"	"day0"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	15	"2,8"	"3,6"	"3,8"	"4"	NA	"HviH"	"HFiNeg"	"Sample"	"day0"	24.3635262821478	0.00039	0.99961	"Hatchling cloaca"
"114"	"2823"	"2823"	"Pu.ACN4T4.1"	"H4N4"	"28"	"Turtle"	"5"	"5"	"day5"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	15	"2,8"	"3,6"	"3,8"	"4,4"	"26,1"	"HviH"	"HFiNeg"	"Sample"	"day5"	34.9730894077754	0.04979	0.95021	"Hatchling cloaca"
"115"	"2824"	"2824"	"Pu.ACN4T4.2"	"H4N4"	"28"	"Turtle"	"10"	"10"	"day10"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	15	"2,8"	"3,6"	"3,9"	"4,4"	"24,5"	"HviH"	"HFiNeg"	"Sample"	"day10"	32.7290002750419	0.00176	0.99824	"Hatchling cloaca"
"116"	"2825"	"2825"	"Pu.ACN4T4.3"	"H4N4"	"28"	"Turtle"	"15"	">10"	"day15"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	16	"2,8"	"3,8"	"3,9"	"4,4"	"24,8"	"HviH"	"HFiNeg"	"Sample"	"day15"	33.4765776213999	0.00094	0.99906	"Hatchling cloaca"
"117"	"2826"	"2826"	"Pu.ACN4T4.4"	"H4N4"	"28"	"Turtle"	"20"	">10"	"day20"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	17	"2,8"	"3,8"	"3,9"	"4,4"	"28"	"HviH"	"HFiNeg"	"Sample"	"day20"	28.2940838801299	0.00134	0.99866	"Hatchling cloaca"
"118"	"2827"	"2827"	"Pu.ACN4T4.5"	"H4N4"	"28"	"Turtle"	"25"	">10"	"day25"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	17	"2,8"	"3,8"	"3,9"	"4,4"	"25,7"	"HviH"	"HFiNeg"	"Sample"	"day25"	25.0890140100802	0.00055	0.99945	"Hatchling cloaca"
"119"	"2829"	"2829"	"Pu.ACN4T4.7"	"H4N4"	"28"	"Turtle"	"44"	">30"	"day30andGreater"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	17	"3,3"	"3,9"	"4,1"	"4,6"	NA	"HviH"	"HFiNeg"	"Sample"	"day30andGreater"	25.3421856464773	0.00012	0.99988	"Hatchling cloaca"
"120"	"2830"	"2830"	"Pu.ACN4H5"	"H5N4"	"28"	"Egg"	"Egg"	"Egg"	"HatchedEgg"	"Turtle"	"RVE"	"IE"	NA	"H"	NA	">30"	NA	NA	"A"	"A"	NA	NA	NA	NA	NA	NA	"EviUn"	"EFiNeg"	"Sample"	"HatchedEgg"	19.6686944019596	0.97582	0.02418	"Inner eggshell"
"121"	"2832"	"2832"	"Pu.ACN4T5.1"	"H5N4"	"28"	"Turtle"	"5"	"5"	"day5"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	15	"2,8"	"3,8"	"3,9"	"4,4"	"26,1"	"HviH"	"HFiNeg"	"Sample"	"day5"	31.8611953001416	0.03832	0.96168	"Hatchling cloaca"
"122"	"2833"	"2833"	"Pu.ACN4T5.2"	"H5N4"	"28"	"Turtle"	"10"	"10"	"day10"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	16	"2,8"	"3,8"	"3,9"	"4,4"	"24,5"	"HviH"	"HFiNeg"	"Sample"	"day10"	32.2372191791341	0.00966	0.99034	"Hatchling cloaca"
"123"	"2834"	"2834"	"Pu.ACN4T5.3"	"H5N4"	"28"	"Turtle"	"15"	">10"	"day15"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	16	"2,9"	"3,9"	"4"	"4,5"	"24,8"	"HviH"	"HFiNeg"	"Sample"	"day15"	31.0747668479745	0.00181	0.99819	"Hatchling cloaca"
"124"	"2835"	"2835"	"Pu.ACN4T5.4"	"H5N4"	"28"	"Turtle"	"20"	">10"	"day20"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	17	"2,9"	"4"	"4"	"4,4"	"28"	"HviH"	"HFiNeg"	"Sample"	"day20"	29.3186142640808	3e-04	0.9997	"Hatchling cloaca"
"125"	"2836"	"2836"	"Pu.ACN4T5.5"	"H5N4"	"28"	"Turtle"	"25"	">10"	"day25"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	17	"2,9"	"4"	"4,1"	"4,4"	"25,7"	"HviH"	"HFiNeg"	"Sample"	"day25"	26.827605536985	0.00025	0.99975	"Hatchling cloaca"
"126"	"2838"	"2838"	"Pu.ACN4T5.7"	"H5N4"	"28"	"Turtle"	"44"	">30"	"day30andGreater"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"A"	18	"3,3"	"4"	"4,3"	"4,6"	NA	"HviH"	"HFiNeg"	"Sample"	"day30andGreater"	22.3935919013386	9e-05	0.99991	"Hatchling cloaca"
"127"	"2839"	"2839"	"Pu.ACN4H6"	"H6N4"	"28"	"Egg"	"Egg"	"Egg"	"HatchedEgg"	"Turtle"	"HVE"	"IE"	NA	"H"	NA	">30"	NA	NA	"P"	"A"	NA	NA	NA	NA	NA	NA	"EviH"	"EFiNeg"	"Sample"	"HatchedEgg"	24.8472205045721	0.58731	0.41269	"Inner eggshell"
"128"	"2840"	"2840"	"Pu.ACN4T6.0"	"H6N4"	"28"	"Turtle"	"0"	"<5"	"day0"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"A"	14	"2,7"	"3,6"	"3,4"	"4,1"	NA	"HviH"	"HFiNeg"	"Sample"	"day0"	22.3217916524969	0.62099	0.37901	"Hatchling cloaca"
"129"	"2841"	"2841"	"Pu.ACN4T6.1"	"H6N4"	"28"	"Turtle"	"5"	"5"	"day5"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"A"	14	"2,7"	"3,7"	"3,6"	"4,3"	"24,4"	"HviUn"	"HFiNeg"	"Sample"	"day5"	32.6712878627585	0.02069	0.97931	"Hatchling cloaca"
"130"	"2842"	"2842"	"Pu.ACN4T6.2"	"H6N4"	"28"	"Turtle"	"10"	"10"	"day10"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"A"	15	"2,9"	"3,7"	"3,7"	"4,3"	"25,1"	"HviH"	"HFiNeg"	"Sample"	"day10"	28.7910578493359	0.00083	0.99917	"Hatchling cloaca"
"131"	"2843"	"2843"	"Pu.ACN4T6.3"	"H6N4"	"28"	"Turtle"	"15"	">10"	"day15"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"A"	16	"2,9"	"3,7"	"3,7"	"4,4"	"26"	"HviH"	"HFiNeg"	"Sample"	"day15"	27.4986411666605	0.00047	0.99953	"Hatchling cloaca"
"132"	"2845"	"2845"	"Pu.ACN4T6.5"	"H6N4"	"28"	"Turtle"	"25"	">10"	"day25"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"A"	16	"2,9"	"3,7"	"3,9"	"4,4"	"27,7"	"HviH"	"HFiNeg"	"Sample"	"day25"	28.6939515371415	0.00033	0.99967	"Hatchling cloaca"
"133"	"2846"	"2846"	"Pu.ACN4T6.6"	"H6N4"	"28"	"Turtle"	"30"	">10"	"day30andGreater"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"A"	16	"2,9"	"3,7"	"4,1"	"4,4"	"25,4"	"HviH"	"HFiNeg"	"Sample"	"day30andGreater"	25.2957012828193	0.00048	0.99952	"Hatchling cloaca"
"134"	"2847"	"2847"	"Pu.ACN4T6.7"	"H6N4"	"28"	"Turtle"	"42"	">30"	"day30andGreater"	"Turtle"	"HVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"A"	18	"3"	"3,7"	"4,1"	"4,5"	NA	"HviH"	"HFiNeg"	"Sample"	"day30andGreater"	21.384655555636	0.00127	0.99873	"Hatchling cloaca"
"135"	"2848"	"2848"	"Pu.ACN4H7"	"H7N4"	"28"	"Egg"	"Egg"	"Egg"	"HatchedEgg"	"Turtle"	"RVE"	"IE"	NA	"H"	NA	"30"	NA	NA	"A"	"A"	NA	NA	NA	NA	NA	NA	"EviUn"	"EFiNeg"	"Sample"	"HatchedEgg"	23.2823167670549	0.74153	0.25847	"Inner eggshell"
"136"	"2850"	"2850"	"Pu.ACN4T7.1"	"H7N4"	"28"	"Turtle"	"5"	"5"	"day5"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	"30"	""	"A"	"A"	"A"	16	"2,8"	"3,7"	"3,6"	"4,3"	"25,1"	"HviH"	"HFiNeg"	"Sample"	"day5"	31.135351533088	0.41655	0.58345	"Hatchling cloaca"
"137"	"2851"	"2851"	"Pu.ACN4T7.2"	"H7N4"	"28"	"Turtle"	"10"	"10"	"day10"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	"30"	""	"A"	"A"	"A"	17	"2,8"	"3,6"	"3,6"	"4,3"	"26"	"HviH"	"HFiNeg"	"Sample"	"day10"	37.0201092292504	0.02375	0.97625	"Hatchling cloaca"
"138"	"2852"	"2852"	"Pu.ACN4T7.3"	"H7N4"	"28"	"Turtle"	"15"	">10"	"day15"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	"30"	""	"A"	"A"	"A"	17	"3"	"3,8"	"3,8"	"4,4"	"23,5"	"HviH"	"HFiNeg"	"Sample"	"day15"	39.5346204354007	0.15659	0.84341	"Hatchling cloaca"
"139"	"2853"	"2853"	"Pu.ACN4T7.4"	"H7N4"	"28"	"Turtle"	"20"	">10"	"day20"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	"30"	""	"A"	"A"	"A"	17	"3"	"3,8"	"3,9"	"4,4"	"27,7"	"HviH"	"HFiNeg"	"Sample"	"day20"	37.7812450448993	0.00195	0.99805	"Hatchling cloaca"
"140"	"2854"	"2854"	"Pu.ACN4T7.5"	"H7N4"	"28"	"Turtle"	"25"	">10"	"day25"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	"30"	""	"A"	"A"	"A"	17	"3"	"3,8"	"3,9"	"4,4"	"25,4"	"HviH"	"HFiNeg"	"Sample"	"day25"	33.1780079137286	0.05996	0.94004	"Hatchling cloaca"
"141"	"2855"	"2855"	"Pu.ACN4T7.6"	"H7N4"	"28"	"Turtle"	"30"	">10"	"day30andGreater"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	"30"	""	"A"	"A"	"A"	17	"3"	"3,8"	"3,9"	"4,4"	"26,4"	"HviH"	"HFiNeg"	"Sample"	"day30andGreater"	21.6357079682705	0.00367	0.99633	"Hatchling cloaca"
"142"	"2902-I"	"2902-I"	"Pu.NHE31_Int"	"NHE31"	"29"	"Egg"	"Embryo"	"Unhatched"	"UnhatchedEgg"	"Turtle"	"HVE"	"IE"	NA	NA	NA	NA	NA	NA	"A"	NA	NA	NA	NA	NA	NA	NA	"EviH"	"EFiNeg"	"Sample"	"UnhatchedEgg"	21.6773359119775	0.46435	0.53565	"Inner eggshell"
"143"	"2904"	"2904"	"Pu.NHE103"	"NHE103"	"29"	"Egg"	"Embryo"	"Unhatched"	"UnhatchedEgg"	"Turtle"	"RVE"	"IE"	NA	NA	NA	NA	NA	NA	"A"	NA	NA	NA	NA	NA	NA	NA	"EviUn"	"EFiPos"	"Sample"	"UnhatchedEgg"	12.8721697048947	0.0168	0.9832	"Inner eggshell"
